feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
IMIDPHOSDEHYD.RXN...expasy..Imidazoleglycerol.phosphate.dehydratase..4.2.1.19..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.12832968057084e-16	6	1	1.23113834050872e-62	4.28993743270092e-61
NANE.RXN...metacyc..N.acetyl.D.mannosamine.6.phosphate.epimerase..5.1.3.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.12832968057084e-16	6	1	1.23113834050872e-62	4.28993743270092e-61
RXN0.6274...expasy..tRNA.dimethylallyltransferase..2.5.1.75..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.23039840529719e-16	6	1	1.48484470293022e-62	5.16240973786096e-61
GLUTRACE.RXN...expasy..Glutamate.racemase..5.1.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.27528013451375e-16	6	1	1.60801742433791e-62	5.52880504239724e-61
GLYCEROL.KIN.RXN...expasy..Glycerol.kinase..2.7.1.30..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	2.27528013451375e-16	6	1	1.60801742433791e-62	5.52880504239724e-61
MCPMETEST.RXN...expasy..Protein.glutamate.methylesterase..3.1.1.61..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.27528013451375e-16	6	1	1.60801742433791e-62	5.52880504239724e-61
OHMETHYLBILANESYN.RXN...expasy..Hydroxymethylbilane.synthase..2.5.1.61..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.27528013451375e-16	6	1	1.60801742433791e-62	5.52880504239724e-61
THREDEHYD.RXN...expasy..Threonine.ammonia.lyase..4.3.1.19..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.27528013451375e-16	6	1	1.60801742433791e-62	5.52880504239724e-61
X2.7.7.60.RXN...expasy..2.C.methyl.D.erythritol.4.phosphate.cytidylyltransferase..2.7.7.60..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.37468374255728e-16	6	1	1.90798240942647e-62	6.54568534765933e-61
X1.2.4.4.RXN...expasy..3.methyl.2.oxobutanoate.dehydrogenase..2.methylpropanoyl.transferring...1.2.4.4..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
X1.7.2.3.RXN...expasy..Trimethylamine.N.oxide.reductase..1.7.2.3..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
X6PFRUCTPHOS.RXN...expasy..6.phosphofructokinase..2.7.1.11..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_1	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
ALCOHOL.DEHYDROG.GENERIC.RXN...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
ALCOHOL.DEHYDROG.RXN...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
DIHYDRODIPICSYN.RXN...expasy..4.hydroxy.tetrahydrodipicolinate.synthase..4.3.3.7..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
DXPREDISOM.RXN...expasy..1.deoxy.D.xylulose.5.phosphate.reductoisomerase..1.1.1.267..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
GLYCOGEN.BRANCH.RXN...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
GSAAMINOTRANS.RXN...expasy..Glutamate.1.semialdehyde.2.1.aminomutase..5.4.3.8..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
GUANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
HYPOXANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
IMIDPHOSDEHYD.RXN...expasy..Imidazoleglycerol.phosphate.dehydratase..4.2.1.19..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
KETOISOCAPROATE.RXN...metacyc..4.methyl.2.oxopentanoate.dehydrogenase..lipoamide...1.2.4.4..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
L.GLN.FRUCT.6.P.AMINOTRANS.RXN...expasy..Glutamine..fructose.6.phosphate.transaminase..isomerizing...2.6.1.16..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
LUMAZINESYN.RXN...expasy..6.7.dimethyl.8.ribityllumazine.synthase..2.5.1.78..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_1	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
MANNONDEHYDRAT.RXN...expasy..Mannonate.dehydratase..4.2.1.8..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
METHGLYSYN.RXN...expasy..Methylglyoxal.synthase..4.2.3.3..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_1	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
METHYLVALERATE.RXN...metacyc..3.methyl.2.oxobutanoate.dehydrogenase...S..2.methylbutanoyl.transferring...1.2.4.4..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
NAD.KIN.RXN...expasy..NAD....kinase..2.7.1.23..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
NAD.KIN.RXN...expasy..NAD....kinase..2.7.1.23..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
OROPRIBTRANS.RXN...expasy..Orotate.phosphoribosyltransferase..2.4.2.10..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_1	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
OROPRIBTRANS.RXN...expasy..Orotate.phosphoribosyltransferase..2.4.2.10..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.14371...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.14372...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.15294...expasy..Bacterial.non.heme.ferritin..1.16.3.2..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.18777...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.19618...expasy..Trimethylamine.N.oxide.reductase..1.7.2.3..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.19619...expasy..Trimethylamine.N.oxide.reductase..1.7.2.3..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.5424...metacyc..indole.3.glycol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7657...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7669...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7693...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7694...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7700...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7706...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN.7710...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN0.1602...expasy..XTP.dITP.diphosphatase..3.6.1.66..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN0.1603...expasy..XTP.dITP.diphosphatase..3.6.1.66..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN0.742...expasy..5..carboxyamino.imidazole.ribonucleotide.synthase..6.3.4.18..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN3O.4113...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
RXN66.478...metacyc..phytol.dehydrogenase..1.1.1.1..g__Ileibacterium.s__Ileibacterium_valens	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
THREONINE..TRNA.LIGASE.RXN...expasy..Threonine..tRNA.ligase..6.1.1.3..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
TRNA.PSEUDOURIDINE.SYNTHASE.I.RXN...expasy..tRNA.pseudouridine.38.40..synthase..5.4.99.12..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
XYLULOKIN.RXN...expasy..Xylulokinase..2.7.1.17..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-0.999999999999999	2.43237677779525e-16	6	1	2.10026765627814e-62	6.56745666925926e-61
CELLULOSE.SYNTHASE.UDP.FORMING.RXN...expasy..Cellulose.synthase..UDP.forming...2.4.1.12..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.4933715849191e-16	6	1	2.31899212457184e-62	7.2078913215942e-61
GLYOHMETRANS.RXN...expasy..Glycine.hydroxymethyltransferase..2.1.2.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.4933715849191e-16	6	1	2.31899212457184e-62	7.2078913215942e-61
SHIKIMATE.KINASE.RXN...expasy..Shikimate.kinase..2.7.1.71..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.4933715849191e-16	6	1	2.31899212457184e-62	7.2078913215942e-61
THREONINE..TRNA.LIGASE.RXN...expasy..Threonine..tRNA.ligase..6.1.1.3..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.58998339691604e-16	6	1	2.69984710647398e-62	8.37491494644951e-61
PANTEPADENYLYLTRAN.RXN...expasy..Pantetheine.phosphate.adenylyltransferase..2.7.7.3..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	2.67233011317612e-16	6	1	3.05993127577352e-62	9.47298644557693e-61
DNA.DIRECTED.DNA.POLYMERASE.RXN...expasy..DNA.directed.DNA.polymerase..2.7.7.7..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.73642387501965e-16	6	1	3.36422267891618e-62	1.03531454758488e-60
RXN.20927...expasy..DNA.directed.DNA.polymerase..2.7.7.7..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.73642387501965e-16	6	1	3.36422267891618e-62	1.03531454758488e-60
UROGENDECARBOX.RXN...expasy..Uroporphyrinogen.decarboxylase..4.1.1.37..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.73642387501965e-16	6	1	3.36422267891618e-62	1.03531454758488e-60
X5.3.1.23.RXN...expasy..S.methyl.5.thioribose.1.phosphate.isomerase..5.3.1.23..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.78663767572488e-16	6	1	3.61803920476038e-62	1.10467479923735e-60
RXN.15878...expasy...E..4.hydroxy.3.methylbut.2.enyl.diphosphate.synthase..flavodoxin...1.17.7.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.78663767572488e-16	6	1	3.61803920476038e-62	1.10467479923735e-60
RXN.21315...expasy..S.methyl.5.thioribose.1.phosphate.isomerase..5.3.1.23..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	2.78663767572488e-16	6	1	3.61803920476038e-62	1.10467479923735e-60
THREODEHYD.RXN...expasy..L.threonine.3.dehydrogenase..1.1.1.103..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	2.78663767572488e-16	6	1	3.61803920476038e-62	1.10467479923735e-60
DALADALALIG.RXN...expasy..D.alanine..D.alanine.ligase..6.3.2.4..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.80420611990864e-16	6	1	3.71014584097357e-62	1.13057601008961e-60
GMP.SYN.GLUT.RXN...expasy..GMP.synthase..glutamine.hydrolyzing...6.3.5.2..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.82371209045171e-16	6	1	3.81445858441928e-62	1.16008807946106e-60
AMYLOMALT.RXN...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.84511573688305e-16	6	1	3.93143411255867e-62	1.18407785936578e-60
RXN.14354...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.84511573688305e-16	6	1	3.93143411255867e-62	1.18407785936578e-60
RXN.1828...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.84511573688305e-16	6	1	3.93143411255867e-62	1.18407785936578e-60
RXN.19947...expasy..AMBIGUOUS..2.4.1.25..3.2.1.33..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.84511573688305e-16	6	1	3.93143411255867e-62	1.18407785936578e-60
RXN.9023...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.84511573688305e-16	6	1	3.93143411255867e-62	1.18407785936578e-60
ADENPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
DEOXYADENPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
DEOXYGUANPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
DEOXYINOPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
GLUTKIN.RXN...expasy..Glutamate.5.kinase..2.7.2.11..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
INOPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
NICOTINATEPRIBOSYLTRANS.RXN...expasy..Nicotinate.phosphoribosyltransferase..6.3.4.21..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
PNP.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
RXN.7001...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
RXN0.302...expasy..2.C.methyl.D.erythritol.2.4.cyclodiphosphate.synthase..4.6.1.12..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
XANTHOSINEPHOSPHORY.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.86837457847163e-16	6	1	4.06157717416481e-62	1.19774138261281e-60
GUANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.90664294049694e-16	6	1	4.28270333025851e-62	1.2581756607854e-60
HYPOXANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	2.90664294049694e-16	6	1	4.28270333025851e-62	1.2581756607854e-60
S.ADENMETSYN.RXN...expasy..Methionine.adenosyltransferase..2.5.1.6..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	2.92027700633804e-16	6	1	4.36362524942751e-62	1.27953018870477e-60
ASPARTATE..TRNA.LIGASE.RXN...expasy..Aspartate..tRNA.ligase..6.1.1.12..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
DIMETHUROPORDEHYDROG.RXN...expasy..Precorrin.2.dehydrogenase..1.3.1.76..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
DNA.DIRECTED.RNA.POLYMERASE.RXN...expasy..DNA.directed.RNA.polymerase..2.7.7.6..g__Romboutsia.s__Romboutsia_ilealis	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
F16BDEPHOS.RXN...expasy..Fructose.bisphosphatase..3.1.3.11..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
GLYCINE..TRNA.LIGASE.RXN...expasy..Glycine..tRNA.ligase..6.1.1.14..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.94882581698349e-16	6	1	4.53678011718882e-62	1.30677196092511e-60
GLYOHMETRANS.RXN...expasy..Glycine.hydroxymethyltransferase..2.1.2.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
GUANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
HYPOXANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
LYSINE..TRNA.LIGASE.RXN...expasy..Lysine..tRNA.ligase..6.1.1.6..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
METHIONINE..TRNA.LIGASE.RXN...expasy..Methionine..tRNA.ligase..6.1.1.10..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
PANTOTHENATE.KIN.RXN...expasy..Pantothenate.kinase..2.7.1.33..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
RXN.16165...expasy..Methionine..tRNA.ligase..6.1.1.10..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	2.97904098389673e-16	6	1	4.72560222662577e-62	1.30677196092511e-60
